Count,Name,Edition,Card Number,Foil
1,Baleful Strix,Double Masters,191,
2,Basalt Monolith,Double Masters,232,
1,Basilisk Collar,Double Masters,233,
3,Battle-Rattle Shaman,Double Masters,116,
1,Blasphemous Act,Double Masters,117,
2,Blood Moon,Double Masters,118,
3,Bloodbriar,Double Masters,154,
2,Bloodshot Trainee,Double Masters,119,
3,Bone Picker,Double Masters,78,
1,Bone Picker,Double Masters,78,foil
4,Brainstorm,Double Masters,44,
1,Brimstone Volley,Double Masters,120,
1,Buried Ruin,Double Masters,312,
1,Cast Down,Double Masters,79,foil
2,Cast Down,Double Masters,79,
3,Cathartic Reunion,Double Masters,121,
4,Cathodion,Double Masters,237,
1,Cathodion,Double Masters,237,foil
2,Champion of Lambholt,Double Masters,156,
3,Chatter of the Squirrel,Double Masters,157,
1,Chief of the Foundry,Double Masters,238,
1,Chord of Calling,Double Masters,384,foil
3,Chromatic Star,Double Masters,239,
1,Chromatic Star,Double Masters,239,foil
5,Clear Shot,Double Masters,159,
1,Clear Shot,Double Masters,159,foil
2,Clone Shell,Double Masters,241,
4,Cloudreader Sphinx,Double Masters,45,
1,Cogwork Assembler,Double Masters,242,
3,Conclave Naturalists,Double Masters,160,
1,Conclave Naturalists,Double Masters,160,foil
2,Coretapper,Double Masters,244,
1,Corridor Monitor,Double Masters,46,foil
4,Corridor Monitor,Double Masters,46,
6,Costly Plunder,Double Masters,80,
2,Council's Judgment,Double Masters,11,
1,Cragganwick Cremator,Double Masters,122,
1,Cranial Plating,Double Masters,245,foil
2,Cranial Plating,Double Masters,245,
3,Crib Swap,Double Masters,12,
1,Crop Rotation,Double Masters,349,
2,Crusader of Odric,Double Masters,13,
3,Crushing Vines,Double Masters,162,
1,Culling Dais,Double Masters,246,
3,Darksteel Axe,Double Masters,247,
1,Darksteel Citadel,Double Masters,315,
1,Darksteel Forge,Double Masters,248,
3,Death-Hood Cobra,Double Masters,163,
1,Deathreap Ritual,Double Masters,194,
3,Defiant Salvager,Double Masters,83,
3,Dire Fleet Hoarder,Double Masters,84,
1,Dire Fleet Hoarder,Double Masters,84,foil
1,Disciple of the Vault,Double Masters,86,foil
1,Dismantle,Double Masters,123,
1,Divest,Double Masters,87,foil
3,Divest,Double Masters,87,
1,Doubling Season,Double Masters,350,
1,Dread Return,Double Masters,89,
4,Driver of the Dead,Double Masters,90,
1,Drown in Sorrow,Double Masters,91,
1,Duplicant,Double Masters,249,
2,Eager Construct,Double Masters,250,
1,Elvish Aberration,Double Masters,165,foil
4,Elvish Aberration,Double Masters,165,
2,Enlarge,Double Masters,166,
1,Esperzoa,Double Masters,49,
1,Ethersworn Canonist,Double Masters,14,
2,Everflowing Chalice,Double Masters,254,
1,Everflowing Chalice,Double Masters,254,foil
3,Executioner's Capsule,Double Masters,92,
1,Expedition Map,Double Masters,255,foil
3,Expedition Map,Double Masters,255,
5,Faerie Mechanist,Double Masters,50,
1,Faerie Mechanist,Double Masters,50,foil
1,Falkenrath Aristocrat,Double Masters,195,
1,Fatal Push,Double Masters,93,
1,Fatal Push,Double Masters,343,
1,Fetid Heath,Double Masters,316,
3,Fierce Empath,Double Masters,168,
1,Fire-Lit Thicket,Double Masters,317,foil
5,Flayer Husk,Double Masters,256,
1,Flayer Husk,Double Masters,256,foil
2,Flickerwisp,Double Masters,16,
1,Fortify,Double Masters,17,foil
4,Fortify,Double Masters,17,
2,Frogify,Double Masters,52,
1,Fulminator Mage,Double Masters,196,
1,Galvanic Blast,Double Masters,125,
1,Geist of Saint Traft,Double Masters,197,
1,Gelatinous Genesis,Double Masters,169,
1,Ghor-Clan Rampager,Double Masters,198,
1,Glassdust Hulk,Double Masters,199,
2,Glaze Fiend,Double Masters,95,foil
4,Glaze Fiend,Double Masters,95,
3,Gleaming Barrier,Double Masters,257,
1,Glimmervoid,Double Masters,319,
4,Glint-Sleeve Artisan,Double Masters,18,
1,Glint-Sleeve Artisan,Double Masters,18,foil
1,Goblin Gaveleer,Double Masters,126,foil
3,Goblin Gaveleer,Double Masters,126,
1,Golem Artisan,Double Masters,258,
3,Golem-Skin Gauntlets,Double Masters,259,
1,Grand Architect,Double Masters,53,
1,"Hanna, Ship's Navigator",Double Masters,200,
5,Heartless Pillage,Double Masters,96,
1,Heartless Pillage,Double Masters,96,foil
2,Hidden Stockpile,Double Masters,201,
1,Hinder,Double Masters,54,
2,Ichor Wellspring,Double Masters,261,foil
5,Ichor Wellspring,Double Masters,261,
2,Imperial Recruiter,Double Masters,131,
1,Inkwell Leviathan,Double Masters,55,
1,Invigorate,Double Masters,172,
2,Ion Storm,Double Masters,132,
3,Iron Bully,Double Masters,262,
3,Iron League Steed,Double Masters,263,
1,Isochron Scepter,Double Masters,264,
3,Izzet Charm,Double Masters,202,
1,"Jhoira, Weatherlight Captain",Double Masters,203,
3,Jhoira's Familiar,Double Masters,265,
2,Kazuul's Toll Collector,Double Masters,133,
3,Kozilek's Predator,Double Masters,173,
3,Kuldotha Flamefiend,Double Masters,134,
1,Kuldotha Forgemaster,Double Masters,266,
3,Lightning Axe,Double Masters,135,
1,Lightning Axe,Double Masters,135,foil
1,Lightning Greaves,Double Masters,267,
1,Maelstrom Nexus,Double Masters,206,
3,Magnifying Glass,Double Masters,269,
2,Magnifying Glass,Double Masters,269,foil
1,Magus of the Abyss,Double Masters,97,
1,Manamorphose,Double Masters,208,
1,Master of Etherium,Double Masters,57,
1,Maze of Ith,Double Masters,322,
1,Meddling Mage,Double Masters,210,
2,Metallic Rebuke,Double Masters,59,
2,Metalspinner's Puzzleknot,Double Masters,273,
3,Might of the Masses,Double Masters,176,
1,Might of the Masses,Double Masters,176,foil
2,Mishra's Bauble,Double Masters,274,
2,Mishra's Factory,Double Masters,323,
1,Mox Opal,Double Masters,275,
1,Mox Opal,Double Masters,362,
1,Myr Battlesphere,Double Masters,276,
1,Myr Retriever,Double Masters,277,
1,Myrsmith,Double Masters,23,foil
2,Myrsmith,Double Masters,23,
1,Mystic Gate,Double Masters,324,
1,Noble Hierarch,Double Masters,177,
1,Oblivion Stone,Double Masters,279,foil
1,Orcish Vandal,Double Masters,137,foil
4,Orcish Vandal,Double Masters,137,
2,Oubliette,Double Masters,100,
1,Ovalchase Daredevil,Double Masters,101,
2,Painsmith,Double Masters,102,
2,Parasitic Strix,Double Masters,60,foil
4,Parasitic Strix,Double Masters,60,
1,Path to Exile,Double Masters,25,
1,Peace Strider,Double Masters,280,
1,Pentad Prism,Double Masters,281,
1,Phyrexian Revoker,Double Masters,282,
1,Pongify,Double Masters,62,
1,Puresteel Paladin,Double Masters,26,
2,Pyrewild Shaman,Double Masters,138,
1,Pyrewild Shaman,Double Masters,138,foil
1,Pyrite Spellbomb,Double Masters,283,foil
5,Pyrite Spellbomb,Double Masters,283,
1,Rage Reflection,Double Masters,139,
3,Rapacious Dragon,Double Masters,140,
1,Ravenous Intruder,Double Masters,141,
1,Reclamation Sage,Double Masters,178,
2,Reclamation Sage,Double Masters,178,foil
5,Relic Runner,Double Masters,63,
4,Remember the Fallen,Double Masters,27,
1,Remember the Fallen,Double Masters,27,foil
2,Reshape,Double Masters,64,
4,Revoke Existence,Double Masters,28,
2,Rhys the Redeemed,Double Masters,213,
2,Riddlesmith,Double Masters,65,
2,Rush of Knowledge,Double Masters,66,
1,Rush of Knowledge,Double Masters,66,foil
3,Salivating Gremlins,Double Masters,143,
1,Salivating Gremlins,Double Masters,143,foil
1,Salvage Titan,Double Masters,104,
1,Sanctum Gargoyle,Double Masters,29,
1,Sanctum Gargoyle,Double Masters,29,foil
4,Sanctum Spirit,Double Masters,30,
1,Sanctum Spirit,Double Masters,30,foil
1,Sandstone Oracle,Double Masters,285,
1,Savageborn Hydra,Double Masters,215,
1,Selesnya Guildmage,Double Masters,217,
1,Sentinel of the Pearl Trident,Double Masters,67,
1,Sentinel of the Pearl Trident,Double Masters,67,foil
2,Serra Sphinx,Double Masters,68,
2,Sickleslicer,Double Masters,287,
1,Sickleslicer,Double Masters,287,foil
1,Sift,Double Masters,69,
1,Sift,Double Masters,69,foil
3,Silumgar Scavenger,Double Masters,105,
3,Skinbrand Goblin,Double Masters,144,
1,Skinbrand Goblin,Double Masters,144,foil
4,Skinwing,Double Masters,288,
2,Skirsdag High Priest,Double Masters,106,
1,"Skithiryx, the Blight Dragon",Double Masters,107,
1,Skullmulcher,Double Masters,180,
1,Sphinx of the Guildpact,Double Masters,290,
1,Sphinx Summoner,Double Masters,220,
1,Springleaf Drum,Double Masters,291,
1,Steel Sabotage,Double Masters,70,foil
2,Steel Sabotage,Double Masters,70,
2,Strength of Arms,Double Masters,33,
1,Strength of Arms,Double Masters,33,foil
1,Sundering Titan,Double Masters,292,
1,Sunforger,Double Masters,293,
1,Sunken Ruins,Double Masters,326,
3,Supernatural Stamina,Double Masters,108,
3,Surge Node,Double Masters,294,
1,Swiftblade Vindicator,Double Masters,221,
1,Sword of Fire and Ice,Double Masters,297,
2,Sword of the Meek,Double Masters,299,
2,Sword of War and Peace,Double Masters,300,
1,Sylvan Might,Double Masters,181,
2,Sylvan Might,Double Masters,181,foil
1,Tempered Steel,Double Masters,34,
4,Temur Battle Rage,Double Masters,146,
1,The Scarab God,Double Masters,216,
1,Thespian's Stage,Double Masters,327,
1,Thirst for Knowledge,Double Masters,71,
1,Thirst for Knowledge,Double Masters,71,foil
1,Thopter Engineer,Double Masters,147,
1,Thopter Foundry,Double Masters,222,
1,Thopter Foundry,Double Masters,222,foil
1,Thought Reflection,Double Masters,72,
1,Thraben Inspector,Double Masters,35,foil
4,Thraben Inspector,Double Masters,35,
1,Thragtusk,Double Masters,183,
1,Throne of Geth,Double Masters,301,
1,Time Sieve,Double Masters,223,
1,Topple the Statue,Double Masters,36,foil
2,Topple the Statue,Double Masters,36,
1,Trash for Treasure,Double Masters,148,
1,Treasure Mage,Double Masters,73,
1,Tuktuk the Explorer,Double Masters,149,
2,Tumble Magnet,Double Masters,304,
1,Tumble Magnet,Double Masters,304,foil
1,Twilight Mire,Double Masters,328,foil
2,Twisted Abomination,Double Masters,111,
1,Ulvenwald Mysteries,Double Masters,184,
2,Urza's Power Plant,Double Masters,330,
1,Urza's Tower,Double Masters,331,
2,Urza's Tower,Double Masters,331,foil
3,Urza's Tower,Double Masters,331,
1,Valor in Akros,Double Masters,37,
1,Vampire Hexmage,Double Masters,112,
1,Vedalken Infuser,Double Masters,74,foil
2,Vedalken Infuser,Double Masters,74,
1,Veteran Explorer,Double Masters,186,foil
2,Veteran Explorer,Double Masters,186,
1,Vexing Shusher,Double Masters,225,
1,"Vish Kal, Blood Arbiter",Double Masters,226,
4,Vulshok Gauntlets,Double Masters,305,
1,Vulshok Gauntlets,Double Masters,305,foil
6,Weapon Surge,Double Masters,150,
1,Weapons Trainer,Double Masters,228,foil
1,Weapons Trainer,Double Masters,228,
3,Welding Jar,Double Masters,307,foil
4,Welding Jar,Double Masters,307,
4,Whisperer of the Wilds,Double Masters,187,
1,Whisperer of the Wilds,Double Masters,187,foil
1,Wooded Bastion,Double Masters,332,
1,Woodland Champion,Double Masters,188,
1,Wrath of God,Double Masters,383,foil
1,Wrath of God,Double Masters,383,
2,Yavimaya's Embrace,Double Masters,229,
1,Evolving Wilds,Dragons of Tarkir,248,
1,Treasure Mage,Duel Decks: Elves vs. Inventors,40,
1,Barren Moor,Duel Decks: Izzet vs. Golgari,78,
1,Boneyard Wurm,Duel Decks: Izzet vs. Golgari,51,
1,Brain Weevil,Duel Decks: Izzet vs. Golgari,58,
1,Brainstorm,Duel Decks: Izzet vs. Golgari,13,
1,Call to Heel,Duel Decks: Izzet vs. Golgari,18,
1,Dakmor Salvage,Duel Decks: Izzet vs. Golgari,79,
1,Dissipate,Duel Decks: Izzet vs. Golgari,25,
1,Djinn Illuminatus,Duel Decks: Izzet vs. Golgari,12,
1,Doomgape,Duel Decks: Izzet vs. Golgari,65,
1,Dreg Mangler,Duel Decks: Izzet vs. Golgari,56,
2,Elves of Deep Shadow,Duel Decks: Izzet vs. Golgari,47,
1,Eternal Witness,Duel Decks: Izzet vs. Golgari,55,
1,Feast or Famine,Duel Decks: Izzet vs. Golgari,72,
1,Fire // Ice,Duel Decks: Izzet vs. Golgari,32,
1,Force Spike,Duel Decks: Izzet vs. Golgari,14,
1,Forgotten Cave,Duel Decks: Izzet vs. Golgari,33,
1,Galvanoth,Duel Decks: Izzet vs. Golgari,10,
1,Gelectrode,Duel Decks: Izzet vs. Golgari,5,
1,Ghoul's Feast,Duel Decks: Izzet vs. Golgari,67,
1,Gleancrawler,Duel Decks: Izzet vs. Golgari,64,
1,Goblin Electromancer,Duel Decks: Izzet vs. Golgari,3,
1,Golgari Germination,Duel Decks: Izzet vs. Golgari,70,
1,Golgari Grave-Troll,Duel Decks: Izzet vs. Golgari,60,
2,Golgari Rot Farm,Duel Decks: Izzet vs. Golgari,80,
2,Golgari Rotwurm,Duel Decks: Izzet vs. Golgari,63,
1,Golgari Signet,Duel Decks: Izzet vs. Golgari,66,
1,Golgari Thug,Duel Decks: Izzet vs. Golgari,48,
1,Greater Mossdog,Duel Decks: Izzet vs. Golgari,59,
1,Grim Flowering,Duel Decks: Izzet vs. Golgari,75,
1,Invoke the Firemind,Duel Decks: Izzet vs. Golgari,31,
1,Isochron Scepter,Duel Decks: Izzet vs. Golgari,16,
2,Izzet Boilerworks,Duel Decks: Izzet vs. Golgari,34,
1,Izzet Charm,Duel Decks: Izzet vs. Golgari,21,
1,Izzet Chronarch,Duel Decks: Izzet vs. Golgari,11,
1,Izzet Guildmage,Duel Decks: Izzet vs. Golgari,4,
1,Izzet Signet,Duel Decks: Izzet vs. Golgari,17,
1,"Jarad, Golgari Lich Lord",Duel Decks: Izzet vs. Golgari,45,foil
2,Kiln Fiend,Duel Decks: Izzet vs. Golgari,2,
1,Korozda Guildmage,Duel Decks: Izzet vs. Golgari,52,
1,Life // Death,Duel Decks: Izzet vs. Golgari,77,
1,Life from the Loam,Duel Decks: Izzet vs. Golgari,69,
1,Lonely Sandbar,Duel Decks: Izzet vs. Golgari,35,
1,Magma Spray,Duel Decks: Izzet vs. Golgari,15,
1,Nightmare Void,Duel Decks: Izzet vs. Golgari,73,
1,"Niv-Mizzet, the Firemind",Duel Decks: Izzet vs. Golgari,1,foil
1,"Nivix, Aerie of the Firemind",Duel Decks: Izzet vs. Golgari,36,
1,Ogre Savant,Duel Decks: Izzet vs. Golgari,9,
1,Overwhelming Intellect,Duel Decks: Izzet vs. Golgari,28,
1,Plagued Rusalka,Duel Decks: Izzet vs. Golgari,46,
1,Prophetic Bolt,Duel Decks: Izzet vs. Golgari,27,
2,Putrefy,Duel Decks: Izzet vs. Golgari,71,
1,Putrid Leech,Duel Decks: Izzet vs. Golgari,53,
2,Pyromatics,Duel Decks: Izzet vs. Golgari,20,
1,Quicksilver Dagger,Duel Decks: Izzet vs. Golgari,26,
1,Ravenous Rats,Duel Decks: Izzet vs. Golgari,49,
1,Reassembling Skeleton,Duel Decks: Izzet vs. Golgari,50,
1,Reminisce,Duel Decks: Izzet vs. Golgari,22,
1,Sadistic Hypnotist,Duel Decks: Izzet vs. Golgari,62,
1,Shambling Shell,Duel Decks: Izzet vs. Golgari,57,
2,Shrewd Hatchling,Duel Decks: Izzet vs. Golgari,8,
1,Sphinx-Bone Wand,Duel Decks: Izzet vs. Golgari,29,
1,Steamcore Weird,Duel Decks: Izzet vs. Golgari,7,
1,Stingerfling Spider,Duel Decks: Izzet vs. Golgari,61,
1,Stinkweed Imp,Duel Decks: Izzet vs. Golgari,54,
1,Street Spasm,Duel Decks: Izzet vs. Golgari,30,
1,"Svogthos, the Restless Tomb",Duel Decks: Izzet vs. Golgari,81,
1,Thunderheads,Duel Decks: Izzet vs. Golgari,23,
1,Train of Thought,Duel Decks: Izzet vs. Golgari,19,
1,Tranquil Thicket,Duel Decks: Izzet vs. Golgari,82,
1,Twilight's Call,Duel Decks: Izzet vs. Golgari,76,
1,Vacuumelt,Duel Decks: Izzet vs. Golgari,24,
1,Vigor Mortis,Duel Decks: Izzet vs. Golgari,74,
2,Wee Dragonauts,Duel Decks: Izzet vs. Golgari,6,
1,Yoke of the Damned,Duel Decks: Izzet vs. Golgari,68,
Count,Name,Edition,Card Number,Foil
2,Abyssal Specter,Eighth Edition,117,
1,Air Elemental,Eighth Edition,59,
1,Aven Cloudchaser,Eighth Edition,5,
1,Aven Fisher,Eighth Edition,61,
2,Blaze,Eighth Edition,177,
1,Coastal Hornclaw,Eighth Edition,66,
1,Coercion,Eighth Edition,122,
1,Craw Wurm,Eighth Edition,239,
2,Dark Banishing,Eighth Edition,123,
2,Deathgazer,Eighth Edition,126,
1,Dehydration,Eighth Edition,75,
1,Demolish,Eighth Edition,183,
1,Disrupting Scepter,Eighth Edition,298,
2,Dusk Imp,Eighth Edition,130,
1,Enrage,Eighth Edition,185,
1,Fighting Drake,Eighth Edition,77,
1,Fleeting Image,Eighth Edition,79,
1,Fodder Cannon,Eighth Edition,302,
4,Goblin Chariot,Eighth Edition,188,
1,Goblin Glider,Eighth Edition,189,
4,Goblin Raider,Eighth Edition,191,
2,Horned Turtle,Eighth Edition,83,
1,Larceny,Eighth Edition,139,
1,Lightning Blast,Eighth Edition,200,
2,Maggot Carrier,Eighth Edition,142,
1,Mana Leak,Eighth Edition,89,
2,Megrim,Eighth Edition,143,
1,Mogg Sentry,Eighth Edition,203,
1,Moss Monster,Eighth Edition,267,
1,Phantom Warrior,Eighth Edition,93,
1,Puppeteer,Eighth Edition,94,
4,Raging Goblin,Eighth Edition,212,
1,Raise Dead,Eighth Edition,157,
4,Ravenous Rats,Eighth Edition,158,
1,Reflexes,Eighth Edition,213,
2,Remove Soul,Eighth Edition,95,
1,Sage Owl,Eighth Edition,98,
1,Serpent Warrior,Eighth Edition,161,
1,Sever Soul,Eighth Edition,162,
2,Severed Legion,Eighth Edition,163,
1,Shock,Eighth Edition,222,
1,Spiketail Hatchling,Eighth Edition,102,
2,Thieving Magpie,Eighth Edition,107,
3,Unsummon,Eighth Edition,112,
1,Urza's Armor,Eighth Edition,318,
1,Volcanic Hammer,Eighth Edition,231,
3,Wind Drake,Eighth Edition,114,
1,Wing Snare,Eighth Edition,288,
1,Unsubstantiate,Eldritch Moon,79,
1,Creakwood Liege,Eventide,117,
1,Double Cleave,Eventide,135,
1,Flame Jab,Eventide,53,
1,Hobgoblin Dragoon,Eventide,142,
1,Kithkin Spellduster,Eventide,8,
1,Noggle Hedge-Mage,Eventide,108,
1,Oona's Grace,Eventide,27,
1,Restless Apparition,Eventide,94,
1,Shorecrasher Mimic,Eventide,159,
1,Snakeform,Eventide,161,
1,Springjack Shepherd,Eventide,15,
1,Sturdy Hatchling,Eventide,163,
1,Talara's Bane,Eventide,47,
1,Tilling Treefolk,Eventide,78,
1,Unmake,Eventide,96,
1,Woodlurker Mimic,Eventide,130,
1,"Baru, Fist of Krosa",Future Sight,142,
3,Bloodshot Trainee,Future Sight,110,
1,Boldwyr Intimidator,Future Sight,111,
2,Centaur Omenreader,Future Sight,143,
3,Edge of Autumn,Future Sight,144,
1,Emblem of the Warmind,Future Sight,112,
3,Flowstone Embrace,Future Sight,113,
1,Fomori Nomad,Future Sight,114,
2,Ghostfire,Future Sight,115,
3,Grinning Ignus,Future Sight,116,
2,Imperiosaur,Future Sight,145,
1,Nacatl War-Pride,Future Sight,147,
3,Nessian Courser,Future Sight,148,
1,Phosphorescent Feast,Future Sight,149,
1,Quagnoth,Future Sight,150,
1,Skizzik Surger,Future Sight,120,
1,Spellwild Ouphe,Future Sight,151,
3,Sporoloth Ancient,Future Sight,152,
3,Thornweald Archer,Future Sight,154,
4,Chromatic Lantern,Guilds of Ravnica,233,
4,Conclave Tribunal,Guilds of Ravnica,6,
2,District Guide,Guilds of Ravnica,128,
2,Find // Finality,Guilds of Ravnica,225,
3,Golgari Findbroker,Guilds of Ravnica,175,
4,Golgari Guildgate,Guilds of Ravnica,248,
4,Healer's Hawk,Guilds of Ravnica,14,
1,Hunted Witness,Guilds of Ravnica,15,
2,Kraul Harpooner,Guilds of Ravnica,136,
2,"Niv-Mizzet, Parun",Guilds of Ravnica,192,
1,"Niv-Mizzet, Parun",Guilds of Ravnica,192,
1,Overgrown Tomb,Guilds of Ravnica,253,
1,Plaguecrafter,Guilds of Ravnica,82,
2,Ritual of Soot,Guilds of Ravnica,84,
4,Steam Vents,Guilds of Ravnica,257,
1,Unmoored Ego,Guilds of Ravnica,212,
4,Watery Grave,Guilds of Ravnica,259,
1,Act of Heroism,Hour of Devastation,1,
1,Adorned Pouncer,Hour of Devastation,2,
2,Aerial Guide,Hour of Devastation,29,
1,Ambuscade,Hour of Devastation,110,
1,Ammit Eternal,Hour of Devastation,57,
1,Appeal // Authority,Hour of Devastation,152,
1,Aven Reedstalker,Hour of Devastation,30,
1,Banewhip Punisher,Hour of Devastation,59,
1,Bitterbow Sharpshooters,Hour of Devastation,112,
2,Blur of Blades,Hour of Devastation,84,
2,Carrion Screecher,Hour of Devastation,61,
2,Chandra's Defeat,Hour of Devastation,86,
2,Crook of Condemnation,Hour of Devastation,159,
1,Cunning Survivor,Hour of Devastation,33,
1,Dagger of the Worthy,Hour of Devastation,160,
1,Desert of the Fervent,Hour of Devastation,170,
1,Desert of the Glorified,Hour of Devastation,171,
2,Desert of the Mindful,Hour of Devastation,173,
1,Dune Diviner,Hour of Devastation,114,
1,Dunes of the Dead,Hour of Devastation,175,
2,Dutiful Servants,Hour of Devastation,12,
2,Frilled Sandwalla,Hour of Devastation,116,
1,Frontline Devastator,Hour of Devastation,93,
2,Gift of Strength,Hour of Devastation,117,
1,God-Pharaoh's Faithful,Hour of Devastation,14,
1,God-Pharaoh's Gift,Hour of Devastation,161,
1,Granitic Titan,Hour of Devastation,95,
1,Khenra Eternal,Hour of Devastation,66,
1,Lethal Sting,Hour of Devastation,67,
1,Manalith,Hour of Devastation,164,
1,Manticore Eternal,Hour of Devastation,103,
1,Moaning Wall,Hour of Devastation,72,
1,Mummy Paramount,Hour of Devastation,16,
1,Oasis Ritualist,Hour of Devastation,124,
2,Oketra's Avenger,Hour of Devastation,17,
1,Proven Combatant,Hour of Devastation,42,
1,Puncturing Blow,Hour of Devastation,106,
1,Rampaging Hippo,Hour of Devastation,128,
1,Seer of the Last Tomorrow,Hour of Devastation,44,
1,Sifter Wurm,Hour of Devastation,135,
1,Strategic Planning,Hour of Devastation,47,
2,Supreme Will,Hour of Devastation,49,
1,Tenacious Hunter,Hour of Devastation,136,
1,The Scarab God,Hour of Devastation,145,
1,Torment of Venom,Hour of Devastation,79,
1,Unconventional Tactics,Hour of Devastation,27,
1,Unraveling Mummy,Hour of Devastation,147,
1,Wall of Forgotten Pharaohs,Hour of Devastation,168,
1,Without Weakness,Hour of Devastation,81,
1,Adaptive Shimmerer,Ikoria: Lair of Behemoths,1,
3,Aegis Turtle,Ikoria: Lair of Behemoths,39,
1,Aegis Turtle,Ikoria: Lair of Behemoths,39,foil
2,Almighty Brushwagg,Ikoria: Lair of Behemoths,143,
1,Auspicious Starrix,Ikoria: Lair of Behemoths,294,
1,Barrier Breach,Ikoria: Lair of Behemoths,145,
1,Blade Banish,Ikoria: Lair of Behemoths,4,
1,Blisterspit Gremlin,Ikoria: Lair of Behemoths,108,
1,Blitz of the Thunder-Raptor,Ikoria: Lair of Behemoths,109,
1,Blood Curdle,Ikoria: Lair of Behemoths,75,
2,Boon of the Wish-Giver,Ikoria: Lair of Behemoths,43,
1,Bushmeat Poacher,Ikoria: Lair of Behemoths,77,
1,Capture Sphere,Ikoria: Lair of Behemoths,44,
1,Convolute,Ikoria: Lair of Behemoths,45,
1,Corpse Churn,Ikoria: Lair of Behemoths,81,
1,Crystacean,Ikoria: Lair of Behemoths,46,
1,Crystalline Giant,Ikoria: Lair of Behemoths,234,
1,Cubwarden,Ikoria: Lair of Behemoths,7,
1,Dead Weight,Ikoria: Lair of Behemoths,83,
2,Drannith Healer,Ikoria: Lair of Behemoths,10,
1,Drannith Stinger,Ikoria: Lair of Behemoths,113,
1,Dreamtail Heron,Ikoria: Lair of Behemoths,47,
2,Dreamtail Heron,Ikoria: Lair of Behemoths,284,
1,Duskfang Mentor,Ikoria: Lair of Behemoths,86,
1,Escape Protocol,Ikoria: Lair of Behemoths,48,
3,Essence Scatter,Ikoria: Lair of Behemoths,49,
3,Essence Symbiote,Ikoria: Lair of Behemoths,149,
1,Everquill Phoenix,Ikoria: Lair of Behemoths,114,
1,Evolving Wilds,Ikoria: Lair of Behemoths,247,
1,Facet Reader,Ikoria: Lair of Behemoths,50,
1,Ferocious Tigorilla,Ikoria: Lair of Behemoths,115,
1,Frost Lynx,Ikoria: Lair of Behemoths,51,
2,Frostveil Ambush,Ikoria: Lair of Behemoths,52,
1,General's Enforcer,Ikoria: Lair of Behemoths,188,
1,Glowstone Recluse,Ikoria: Lair of Behemoths,156,
1,Gust of Wind,Ikoria: Lair of Behemoths,54,
2,Hampering Snare,Ikoria: Lair of Behemoths,55,
2,Heightened Reflexes,Ikoria: Lair of Behemoths,123,
1,Honey Mammoth,Ikoria: Lair of Behemoths,158,
2,Imposing Vantasaur,Ikoria: Lair of Behemoths,17,
1,Keep Safe,Ikoria: Lair of Behemoths,56,
1,Lava Serpent,Ikoria: Lair of Behemoths,124,
1,Lead the Stampede,Ikoria: Lair of Behemoths,163,
1,Lurrus of the Dream-Den,Ikoria: Lair of Behemoths,226,
1,Majestic Auricorn,Ikoria: Lair of Behemoths,22,
1,Maned Serval,Ikoria: Lair of Behemoths,23,
1,Memory Leak,Ikoria: Lair of Behemoths,95,
1,Mutual Destruction,Ikoria: Lair of Behemoths,96,
1,Mysterious Egg,Ikoria: Lair of Behemoths,3,
1,Mythos of Illuna,Ikoria: Lair of Behemoths,58,
3,Neutralize,Ikoria: Lair of Behemoths,59,
2,Nightsquad Commando,Ikoria: Lair of Behemoths,98,
3,Of One Mind,Ikoria: Lair of Behemoths,60,
1,Ominous Seas,Ikoria: Lair of Behemoths,61,
1,Pacifism,Ikoria: Lair of Behemoths,25,
1,Patagia Tiger,Ikoria: Lair of Behemoths,26,
1,Perimeter Sergeant,Ikoria: Lair of Behemoths,27,
1,Phase Dolphin,Ikoria: Lair of Behemoths,62,
2,Plummet,Ikoria: Lair of Behemoths,169,
2,Pollywog Symbiote,Ikoria: Lair of Behemoths,63,
1,Porcuparrot,Ikoria: Lair of Behemoths,128,
3,Pouncing Shoreshark,Ikoria: Lair of Behemoths,64,
1,Pouncing Shoreshark,Ikoria: Lair of Behemoths,285,
2,Raking Claws,Ikoria: Lair of Behemoths,131,
1,Ram Through,Ikoria: Lair of Behemoths,170,
2,Reconnaissance Mission,Ikoria: Lair of Behemoths,65,
1,Rumbling Rockslide,Ikoria: Lair of Behemoths,134,
1,Sea-Dasher Octopus,Ikoria: Lair of Behemoths,66,
1,Serrated Scorpion,Ikoria: Lair of Behemoths,99,
1,Sleeper Dart,Ikoria: Lair of Behemoths,240,
1,Sonorous Howlbonder,Ikoria: Lair of Behemoths,230,
1,Spontaneous Flight,Ikoria: Lair of Behemoths,33,
1,Sprite Dragon,Ikoria: Lair of Behemoths,211,
2,Startling Development,Ikoria: Lair of Behemoths,68,
1,Survivors' Bond,Ikoria: Lair of Behemoths,172,
1,Tentative Connection,Ikoria: Lair of Behemoths,138,
1,Thieving Otter,Ikoria: Lair of Behemoths,69,
1,Thwart the Enemy,Ikoria: Lair of Behemoths,173,
1,Trumpeting Gnarr,Ikoria: Lair of Behemoths,307,
3,Unexpected Fangs,Ikoria: Lair of Behemoths,102,
1,Unlikely Aid,Ikoria: Lair of Behemoths,103,
1,Voracious Greatshark,Ikoria: Lair of Behemoths,70,
1,Whisper Squad,Ikoria: Lair of Behemoths,105,
